siteID	name	address	cp	city	phone	lat	lng	email	prov	prov_abbr	open	opening_date	company_iban	company_bizum	company_phone	company_email	company_cif	company_name	company_address	services	schedule_rest	schedule_rest_week	schedule_rest_weekend	schedule_rest_sunday	schedule_rest_festive	schedule_mcexpress	schedule_mcexpress_week	schedule_mcexpress_weekend	schedule_mcexpress_sunday	schedule_mcexpress_festive	schedule_mcauto	schedule_mcauto_week	schedule_mcauto_weekend	schedule_mcauto_sunday	schedule_mcauto_festive	schedule_24h
85	McDonald's Porto Pi	Avda. Joan Miro, nº155 | Porto Pi Terrazas	07015	Palma de Mallorca	971152112	39.5517	2.62087	portopi.85@es.mcd.com	Islas Baleares	PM	true	false	false	false	false	false	B07688401	JAKEH RESTAURANTES, S.L.	Avda. Joan Miro, nº155 | Porto Pi Terrazas 07015	McAuto|Parking|Terraza|Minusválidos|Delivery|Descuento familias numerosas|Para llevar	true	13:00-22:00	12:30-22:30	13:00-22:00	13:00-22:30	false	false	false	false	false	true	13:00-22:00	12:30-22:30	13:00-22:00	13:00-22:30	false
554	Palma Aeropuerto II	Aeropuerto Son Sant Joan | Local 4, Planta +2 | Ampliacion C-Villas	07611	Palma de Mallorca	971492770	39.549529	2.736296	palmaaeropuertoII.554@es.mcd.com	Islas Baleares	PM	true	false	false	false	false	false				Desayunos	true	08:00-22:00	08:00-22:00	08:00-22:00	08:00-22:00	false	false	false	false	false	false	false	false	false	false	false
352	Arenal II	Ctra del Arenal, 29 | Balneario, 8	07610	Palma de Mallorca	971492805	39.5199	2.74142	arenalii.352@es.mcd.com	Islas Baleares	PM	false	2021-04-01	false	false	false	false	B57882532	Family Food & Fun, s.l.	C/ sencelles 73-74	Desayunos|Terraza|McExpress|Descuento familias numerosas|Para llevar	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
337	Festival Park	C.C. Festival Park | Autopista Palma-Inca, Km 7.100	07141	Marratxí	971226636	39.633	2.73239	festivalpark.337@es.mcd.com	Islas Baleares	PM	true	false	false	false	false	false				Desayunos|Parking|Terraza|Minusválidos|Descuento familias numerosas|Para llevar	true	11:00-22:30	10:00-00:00	10:00-23:00	10:00-00:00	false	false	false	false	false	false	false	false	false	false	all
13	Palma Nova	Paseo del Mar, nº 7 | Palmanova	07181	Calviá	971682951	39.5215	2.53755	palmanova.13@es.mcd.com	Islas Baleares	PM	true	false	false	false	false	false				McCafé|Terraza|Servicio a mesa|Signature|Minusválidos|Delivery|Descuento familias numerosas|Para llevar	true	11:30-22:30	11:00-23:00	11:00-23:00	11:00-23:00	false	false	false	false	false	false	false	false	false	false	false
493	Arenal Playa	C/ Cartago, nº40	07600	Palma de Mallorca	971441852	39.5064	2.75169	arenalplaya.493@es.mcd.com	Islas Baleares	PM	true	false	false	false	false	false	b16664807	family food & fun arenal, s.l.	c/ cartago 40	Terraza|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	11:00-23:00	11:00-00:00	11:00-23:00	11:00-00:00	false	false	false	false	false	false	false	false	false	false	false
311	Magalluf	Blanca Olivera, 1	07181	Magalluf	971132699	39.5074	2.53243	magalluf.311@es.mcd.com	Islas Baleares	PM	false	false	false	false	false	false				Terraza|Delivery	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
303	Santa Ponça	Avenida Puig de Galatzó, 12	07181	Santa Ponça	971699651	39.5177	2.48144	santaponca.303@es.mcd.com	Islas Baleares	PM	false	false	false	false	false	false				Delivery	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
310	Inca	C/ Sencelles, 73-74	07300	Inca	971507454	39.7112	2.90885		Islas Baleares	PM	true	false	false	false	false	false				McAuto|Play Place|Parking|Terraza|Signature|Cumpleaños	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false
815	Manacor Via Palma	C/ Via Majorica, nº 66 | esquina Bonany	07500	Manacor	971552932	39.5719	3.1969	manacorviapalma.815@es.mcd.com	Islas Baleares	PM	true	false	false	false	971552932	manacorviapalma.815@es.mcd.com	B-57996381	Family Food& Fun Manacor, S.L	C/ Via Majorica, Nº66	McAuto|McCafé|Desayunos|Parking|Terraza|Signature|Minusválidos|Cumpleaños|Descuento familias numerosas|Para llevar|Cumpleaños en casa	true	10:00-00:00	10:00-00:00	10:00-00:00	10:00-00:00	false	false	false	false	false	true	10:00-00:00	10:00-01:00	10:00-01:00	10:00-00:00	false
542	Zaragoza Coso	C/ Coso, nº 62 | esq. C/ Jeronimo Blancas	50001	Zaragoza	976217320	41.651612	-0.879698	zaragozacoso.542@es.mcd.com	Zaragoza	Z	true	false	false	false	976217320	zaragozacoso.542@es.mcd.com	B-50859735	Zaragoza de Ocio y Restauración S.L.	Jerónimo Blancas 2 5º 5A	Desayunos|Delivery|Descuento familias numerosas|Para llevar|Cumpleaños en casa	true	11:00-22:00	11:00-22:00	11:00-22:00	11:00-22:00	false	false	false	false	false	false	false	false	false	false	
762	Zaragoza M.Cadena	C/ San Juan de la Peña, nº 80	50015	Zaragoza	876281999	41.666365	-0.871357	zaragozamcadena.762@es.mcd.com	Zaragoza	Z	true	false	false	false	false	false				McAuto|Parking|Terraza|Servicio a mesa|Minusválidos|Ticket|Delivery|Descuento familias numerosas|Para llevar|Cumpleaños en casa	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	true	12:00-00:00	12:00-01:00	12:00-00:00	12:00-00:00	
448	Zaragoza Gran Casa	Centro Comercial "Gran Casa" | local 202 | Avda. María Zambrano, nº 35	50018	Zaragoza	976512255	41.669	-0.889658	grancasa.448@es.mcd.com	Zaragoza	Z	true	false	false	false	false	false				Desayunos|Parking|Terraza|Servicio a mesa|Cumpleaños|Ticket|Descuento familias numerosas|Para llevar	true	10:00-23:00	10:00-00:00	12:00-23:00	10:00-00:00	false	false	false	false	false	false	false	false	false	false	false
318	Zaragoza Alcampo	Centro Comercial "Utrillas Plaza" | Plaza de Utrillas, nº 6	50013	Zaragoza	976480025	41.6409	-0.867367	zaragozaalcampo.318@es.mcd.com	Zaragoza	Z	true	false	false	false	false	false			null	Terraza|Delivery	true	12:00-23:00	12:00-23:00	12:00-23:00	12:00-23:00	false	false	false	false	false	false	false	false	false	false	false
215	Zaragoza Pryca	Centro Comercial Carrefour | Avenida María Zambrano, nº 71	50018	Zaragoza	976744198	41.6762	-0.889524	zaragozapryca.215@es.mcd.com	Zaragoza	Z	true	false	false	false	false	false				Desayunos|Parking|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	09:00-23:00	09:00-23:00	12:00-23:00	12:00-23:00	false	false	false	false	false	false	false	false	false	false	false
787	Zaragoza La Almozara	Avda. de Francia, nº 8 | esquina C/ Luxemburgo	50003	Zaragoza	0	41.661908	-0.906812	zaragozalaalmozara.787@es.mcd.com	Zaragoza	Z	true	false	false	false	false	false				McAuto|Desayunos|Parking|Terraza|Signature|Cumpleaños|Delivery	true	12:00-23:00	12:00-00:00	12:00-23:00	12:00-23:00	false	false	false	false	false	true	12:00-23:00	12:00-00:00	12:00-23:00	12:00-23:00	
156	Zaragoza Enlaces	Via Hispanidad, 87-89	50011	Zaragoza	976328446	41.6504	-0.919136		Zaragoza	Z	true	false	false	false	false	false			null	McAuto|Play Place|Desayunos|Parking|Terraza|Cumpleaños|Delivery	true	11:00-00:00	11:00-00:00	11:00-00:00	11:00-00:00	false	false	false	false	false	true	11:00-00:00	11:00-00:00	11:00-00:00	11:00-00:00	false
492	Zaragoza Puerto Venecia	Centro Comercial Puerto Venecia | Isla de Murano, s/n	50021	Zaragoza	976930248	41.6087	-0.881996		Zaragoza	Z	true	false	false	false	976930248	zaragozapuertovenecia.492@es.mcd.com	B-50859735	Zaragoza de Ocio y Restauración S.L.	Jerónimo Blancas 2 5º 5A	McAuto|McCafé|Desayunos|Parking|Terraza|Servicio a mesa|Delivery|Descuento familias numerosas|Para llevar|Cumpleaños en casa	true	11:00-22:00	11:00-22:00	11:00-22:00	11:00-22:00	false	false	false	false	false	true	11:00-23:00	11:00-23:00	11:00-23:00	11:00-23:00	
839	Zaragoza Outlet	La Torre Outlet Zaragoza, Ctra. De Logroño, km 6,5	50011 	Zaragoza	0	41.675366	-0.954169	Zaragozaoutlet.839@es.mcd.com	Zaragoza	Z	true	false	false	false	false	false	B-50859305	Dalu Twins, S.L.U.		McAuto|McCafé|Desayunos|Parking|Terraza|Servicio a mesa|Signature|Minusválidos|Ticket	true	10:00-23:00	10:00-00:00	10:00-23:00	10:00-00:00	false	false	false	false	false	true	10:00-23:00	10:00-00:00	10:00-23:00	10:00-00:00	
467	Plaza Imperial	Centro Comercial Plaza Imperial | Avenida Diagonal ,nº 8	50197	Zaragoza	876768736	41.6311	-0.991344		Zaragoza	Z	true	false	false	false	false	false				McAuto|McCafé|Parking|Terraza|Servicio a mesa|Minusválidos|Descuento familias numerosas|Para llevar	true	10:00-23:00	10:00-00:00	10:00-23:00	10:00-00:00	false	false	false	false	false	true	10:00-23:00	10:00-00:00	10:00-23:00	10:00-00:00	
372	Huesca	Centro Comercial Coso Real | Avda. de Doctor Artero, nº31	22004	Huesca	974218482	42.1481	-0.425797	huesca.372@es.mcd.com	Huesca	HU	true	false	false	false	false	false				McAuto|Play Place|Parking|Terraza|Servicio a mesa|Signature|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	11:00-23:00	11:00-23:00	11:00-23:00	11:00-23:00	false	false	false	false	false	true	11:00-23:00	11:00-00:00	11:00-23:30	11:00-23:30	false
547	McDonald's Tudela	Ctra. de Corella | Vial Rio Colmar, s/n	31500	Tudela	948827150	42.059505	-1.630139	tudela.547@es.mcd.com	Navarra	NA	true	false	false	false	false	false				McAuto|Parking|Minusválidos|Delivery|Descuento familias numerosas|Para llevar	true	11:30-21:00	11:30-21:00	11:30-21:00	11:30-21:00	false	false	false	false	false	true	11:30-21:00	11:30-21:00	11:30-21:00	11:30-21:00	
20	Oviedo	C/ Uria, nº 26 bajo	33003	Oviedo	985210353	43.3636	-5.85041	oviedo.20@es.mcd.com	Asturias	O	true	false	false	false	false	false				Terraza|Minusválidos|Ticket|Delivery|Descuento familias numerosas|Para llevar|Cumpleaños en casa	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	false	false	false	false	false	all
397	Oviedo Carrefour	Centro Comercial Los Prados | C/ Joaquin Costa, s/n	33011	Oviedo	985283684	43.3705	-5.83068	oviedocarrefour.397@es.mcd.com	Asturias	O	true	false	false	false	false	false				Parking|Terraza|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	false	false	false	false	false	all
302	McDonalds Parque Principado	C.C. y de Ocio Intu Asturias | Autovia A-66, Km 4,5 | Locales 97A-98	33429	Sieros	985261858	43.3898	-5.80489	parqueprincipado.302@es.mcd.com	Asturias	O	true	false	false	false	false	false	B74322157	Siero Restauracion	C.C. Parque Principado	Parking|Terraza|Minusválidos|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-22:00	12:00-22:00	12:00-22:00	12:00-22:00	false	false	false	false	false	false	false	false	false	false	false
180	McDonald's Lugones 	Centro Comercial Azabache | Ctra. N-630, Km. 451	33420	Lugones	985262036	43.413	-5.79746		Asturias	O	true	false	false	false	false	false				McAuto|McCafé|Play Place|Parking|Terraza|Signature|Minusválidos|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-22:00	12:00-22:00	12:00-22:00	12:00-22:00	false	false	false	false	false	true	12:00-01:00	12:00-01:00	12:00-01:00	12:00-01:00	
242	McDonald's Parque Astur	Centro Comercial Parque Astur | Ctra. Campo del Tiro s/n	33416	Corvera	985514114	43.5454	-5.86962	parqueastur.242@es.mcd.com	Asturias	O	true	false	false	false	false	false	B33658725	Aviles Restauración Y Ocio SLU	C.C Parque Astur Carretera campo de tiro S/N Trasona Asturias	Parking|Signature|Ticket|Descuento familias numerosas|Para llevar	true	13:00-22:00	13:00-22:00	13:00-22:00	13:00-22:00	false	false	false	false	false	false	false	false	false	false	false
254	McDonald's Avilés FS	C/ Foro de Avilés, 15 | Camino de Heros, s/n	33400	Avilés	985934838	43.5526	-5.93234	avilesfs.254@es.mcd.com	Asturias	O	true	false	false	false	false	false	B33658725	Aviles Restauracion y Ocio S.L.U.	Carretera Campo de Tiro S/N C.C. Paraque Astur Trasona Asturias	McAuto|McCafé|Parking|Terraza|Minusválidos|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-22:00	12:00-22:00	12:00-22:00	12:00-22:00	false	false	false	false	false	true	12:00-00:00	12:00-01:00	12:00-00:00	12:00-01:00	
568	Gijon Constitución	Avda. Constitución, nº 105 | esq. C/ Severo Ochoa, nº 36 | junto EE.SS. Cepsa	33210	Gijón	985146741	43.525714	-5.677835	gijonconstitucion.568@es.mcd.com	Asturias	O	true	false	false	false	false	false	B33779984	Hortona S.L.U.		McAuto|McCafé|Play Place|Parking|Terraza|Servicio a mesa|Signature|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	all
257	Gijón La Calzada	Centro de Ocio Ocimax | C/ Maestro Amado Morán, s/n	33213	Gijón	985309005	43.5366	-5.69444	gijonlacalzada.257@es.mcd.com	Asturias	O	true	false	false	false	false	false				McCafé|Play Place|Parking|Terraza|Servicio a mesa|Signature|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	false	false	false	false	false	all
753	Gijón-Oasis	Carretera de Somió, 361	33203	Gijón	985879974	43.54235	-5.640417	gijonoasis.753@es.mcd.com	Asturias	O	true	false	false	false	false	false				McAuto|Play Place|Parking|Terraza|Servicio a mesa|Signature|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	all
258	McDonald's Papalaguinda	Paseo de Papalaguinda s/n	24004	León	987252096	42.5924	-5.57653	leon2.258@es.mcd.com	León	LE	true	false	false	false	false	false	B-24686768	Amaro Gastronomia S.L.	PASEO DE PAPALAGUINDA S/N	McAuto|McCafé|Play Place|Desayunos|Parking|Terraza|Servicio a mesa|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-01:00	12:00-01:00	12:00-01:00	12:00-01:00	false	false	false	false	false	true	12:00-01:00	12:00-01:00	12:00-01:00	12:00-01:00	
550	Mercaleon	Ctra. De Vilecha, nº21 | esq. C/ de los Aluches	24192	León	987214300	42.580244	-5.571862	mercaleon.550@es.mcd.com	León	LE	true	false	false	false	false	false	B-24323024	Comidas Raápidas del León S.L.	Crtra. Vilecha 21,León	McAuto|McCafé|Play Place|Desayunos|Parking|Terraza|Servicio a mesa|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	11:00-01:00	11:00-01:00	11:00-01:00	11:00-01:00	false	false	false	false	false	true	11:00-01:00	11:00-01:00	11:00-01:00	11:00-01:00	false
82	Valladolid - El Palero	C/ Puerto Rico, nº 8	47014	Valladolid	983221388	41.6368	-4.74642		Valladolid	VA	true	false	false	false	-	-	-	-	-	McAuto|McCafé|Parking|Terraza|Servicio a mesa|Ticket|Delivery|Descuento familias numerosas|Para llevar|Cumpleaños en casa	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	true	12:00-00:00	12:00-02:00	12:00-00:00	12:00-02:00	
541	Valladolid Hospital	C/ Palillos, s/n - | c/v C/ Requintos y Dulzaina	47012	Valladolid	983693119	41.629131	-4.710514	valladolidhospital.541@es.mcd.com	Valladolid	VA	true	false	false	false	-	-	-	-	-	McAuto|McCafé|Parking|Terraza|Servicio a mesa|Ticket|Delivery|Descuento familias numerosas|Para llevar|Cumpleaños en casa	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	true	12:00-00:00	12:00-02:00	12:00-00:00	12:00-02:00	
335	Valladolid Zaratán	C.C. Equinocio Park | Ctra. de la Mota, Km 0.300 | Planta 1ª- local 10	47610	Zaratán	983362216	41.6599	-4.77279	valladolidzaratan.335@es.mcd.com	Valladolid	VA	true	false	false	false	-	-	-	-	-	Parking|Descuento familias numerosas|Cumpleaños en casa	true	18:00-23:30	18:00-00:00	18:00-00:00	18:00-00:00	false	false	false	false	false	false	false	false	false	false	false
638	Valladolid Arroyo Encomienda	Camino Arroyo, s/n | junto a C.C. Rio Shopping	47195	Arroyo de la Encomienda	983347972	41.632	-4.784	valladolidarroyodelaencomienda.638@es.mcd.com	Valladolid	VA	true	false	false	false	-	-	-	-	-	McAuto|Parking|Terraza|Ticket|Descuento familias numerosas|Para llevar|Cumpleaños en casa	true	11:30-23:30	11:30-00:00	11:30-00:00	11:30-00:00	false	false	false	false	false	true	11:30-23:30	11:30-00:00	11:30-00:00	11:30-00:00	
535	PALENCIA ARAMBOL	Parque Comercial Arambol | Avda. de Brasilia, s/n	34004	Palencia	979178435	42.012016	-4.519585	palenciaarambol.535@es.mcd.com	Palencia	P	true	false	false	false	false	false	B/34276790	HUCA CARRION S.L.	Parque Comercial Arambol | Avda. de Brasilia, s/n	McAuto|McCafé|Desayunos|Parking|Terraza|Servicio a mesa|Signature|Minusválidos|Ticket|Delivery|Descuento familias numerosas|Para llevar|Cargador coche eléctrico	true	09:00-22:00	09:00-22:00	09:00-22:00	09:00-22:00	false	false	false	false	false	true	09:00-00:00	09:00-01:00	09:00-00:00	09:00-01:00	Por ahora no.
767	Aranda de Duero	Avda. Castilla esquina | Avda. Luis Mateos	09400	Aranda de Duero	947559600	41.66287	-3.692732	arandadeduero.767@es.mcd.com	Burgos	BU	true	false	false	false	false	false				McAuto|Desayunos|Parking|Terraza|Minusválidos|Delivery|Descuento familias numerosas|Para llevar	true	13:00-00:00	13:00-00:30	13:00-00:30	13:00-00:30	false	false	false	false	false	true	10:30-00:00	10:30-00:30	10:30-00:30	10:30-00:30	
73	Zamora	Centro Comercial Valderaduey | Avda. Cardenal Cisneros, s/n	49023	Zamora	980536488	41.5145	-5.74641	zamora.73@es.mcd.com	Zamora	ZA	true	false	false	false	980536488	-	-	-	-	McAuto|McCafé|Parking|Terraza|Minusválidos|Ticket|Delivery|Descuento familias numerosas|Para llevar|Cumpleaños en casa	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	
688	Segovia Plaza Artillería	Avenida Padre Claret, nº 4	40001	Segovia	921421097	40.94815	-4.11654	segoviaplazaartilleria.688@es.mcd.com	Segovia	SG	true	false	false	false	false	false				McCafé|Terraza|Minusválidos|Delivery|Descuento familias numerosas|Para llevar	true	12:00-23:30	12:00-00:00	12:00-23:30	12:00-23:30	false	false	false	false	false	false	false	false	false	false	false
753	Gijón-Oasis	Carretera de Somió, 361	33203	Gijón	985879974	43.54235	-5.640417	gijonoasis.753@es.mcd.com	Asturias	O	true	false	false	false	false	false				McAuto|Play Place|Parking|Terraza|Servicio a mesa|Signature|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	all
568	Gijon Constitución	Avda. Constitución, nº 105 | esq. C/ Severo Ochoa, nº 36 | junto EE.SS. Cepsa	33210	Gijón	985146741	43.525714	-5.677835	gijonconstitucion.568@es.mcd.com	Asturias	O	true	false	false	false	false	false	B33779984	Hortona S.L.U.		McAuto|McCafé|Play Place|Parking|Terraza|Servicio a mesa|Signature|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	all
257	Gijón La Calzada	Centro de Ocio Ocimax | C/ Maestro Amado Morán, s/n	33213	Gijón	985309005	43.5366	-5.69444	gijonlacalzada.257@es.mcd.com	Asturias	O	true	false	false	false	false	false				McCafé|Play Place|Parking|Terraza|Servicio a mesa|Signature|Minusválidos|Cumpleaños|Ticket|Delivery|Descuento familias numerosas|Para llevar	true	12:00-00:00	12:00-00:00	12:00-00:00	12:00-00:00	false	false	false	false	false	false	false	false	false	false	all
